GMID,Dataset,Address,數據集,地址,District,區域,Area,面積,Level,所處位置,Opening Hours,開放時間,Remarks,備註,Location Map,位置圖,Northing,Easting,Latitude,Longitude,Last Update
"9NJr5Rc4YQ","Public Open Space - Areas within private properties dedicated for public use","9-17 Des Voeux Road West and 56-60 Connaught Road West, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港德輔道西9-17號及干諾道西56-60號","CENTRAL AND WESTERN","中西區","about 27 m2","約 27 平方米","G/F","地下","24 hours","24小時","Street widening","街道擴闊","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW49-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW49-map.pdf","816568.0","833228.0","22.28800944","114.14738062","2019-07-26 03:44:23"
"joqeG3Ditk","Public Open Space - Areas within private properties dedicated for public use","8 Des Voeux Road West, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港德輔道西8號","CENTRAL AND WESTERN","中西區","about 5 m2","約 5 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW50-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW50-map.pdf","816553.0","833278.0","22.28787135","114.14786389","2019-07-26 03:44:23"
"BaooFUk3oW","Public Open Space - Areas within private properties dedicated for public use","286-296 Des Voeux Road Central, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港德輔道中286至296號","CENTRAL AND WESTERN","中西區","about 3 m2","約 3 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/RL/07RL03-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/RL/07RL03-map1.pdf","816413.0","833612.0","22.28661393","114.15110325","2019-07-26 03:44:23"
"mVNyKJ2GKP","Public Open Space - Areas within private properties dedicated for public use","8-12 Morrison Street, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港摩利臣街8-12號","CENTRAL AND WESTERN","中西區","about 1 m2","約 1 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW65-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW65-map.pdf","816348.0","833516.0","22.28602228","114.15017666","2019-07-26 03:44:22"
"5VBLKqpvNr","Public Open Space - Areas within private properties dedicated for public use","288 Queen's Road West, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港皇后大道西288號","CENTRAL AND WESTERN","中西區","about 15 m2","約 15 平方米","G/F","地下","24 hours","24小時","Street widening","街道擴闊","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW23-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW23-map.pdf","816432.0","832716.0","22.2867839","114.14241063","2019-07-26 03:44:22"
"b9gmRkom2p","Public Open Space - Areas within private properties dedicated for public use","265-267 Queen's Road West and Kwai Heung Street, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港皇后大道西265-267號及桂香街","CENTRAL AND WESTERN","中西區","about 3 m2","約 3 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW48-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW48-map.pdf","816466.0","832764.0","22.28708472","114.14287634","2019-07-26 03:44:22"
"Oln1awS8b0","Public Open Space - Areas within private properties dedicated for public use","100 Queen's Road Central, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港皇后大道中100號","CENTRAL AND WESTERN","中西區","about 460 m2","約 460 平方米","Lower G/F & G/F","地下低層及地下","24 hours","24小時","Pedestrian passage","行人通道","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW37-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW37-map.pdf","816050.0","834007.0","22.28333276","114.15494254","2019-07-26 03:44:22"
"9KNBv2O7fV","Public Open Space - Areas within private properties dedicated for public use","99 Queen's Road Central, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港皇后大道中99號","CENTRAL AND WESTERN","中西區","about 4427 m2","約 4427 平方米","Upper G/F","地下高層","24 hours","24小時","Pedestrian passage","行人通道","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW21-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW21-map.pdf","816200.0","833982.0","22.28468913","114.15469877","2019-07-26 03:44:22"
"flbKH3HA7x","Public Open Space - Areas within private properties dedicated for public use","59-65 Queen's Road Central and 6-10 Li Yuen Street West, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港皇后大道中59-65號及利源西街6-10號","CENTRAL AND WESTERN","中西區","about 8 m2","約 8 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW59-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW59-map.pdf","816018.0","834097.0","22.28304751","114.15581299","2019-07-26 03:44:22"
"YlB43amGZI","Public Open Space - Areas within private properties dedicated for public use","31 Queen's Road Central and 1-7 Theatre Lane, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港皇后大道中31號及戲院里1-7號","CENTRAL AND WESTERN","中西區","about 135 m2","約 135 平方米","G/F","地下","24 hours","24小時","Pedestrian passage","行人通道","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW90-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW90-map.pdf","815923.0","834188.0","22.2821852","114.1566971","2019-07-26 03:44:22"
"FlUaUp7hBA","Public Open Space - Areas within private properties dedicated for public use","30 Queen's Road Central, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港皇后大道中30號","CENTRAL AND WESTERN","中西區","about 522 m2","約 522 平方米","G/F, 1/F & 2/F","香港皇后大道中30號","24 hours","24小時","Pedestrian passage","行人通道","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW02-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW02-map.pdf","815846.0","834161.0","22.28148981","114.15643812","2019-07-26 03:44:22"
"mntHwGwc0V","Public Open Space - Areas within private properties dedicated for public use","29 Queen's Road Central, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港皇后大道中29號","CENTRAL AND WESTERN","中西區","about 360 m2","約 360 平方米","G/F","地下","24 hours","24小時","Pedestrian passage","行人通道","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW40-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW40-map.pdf","815877.0","834201.0","22.2817689","114.15682621","2019-07-26 03:44:22"
"ArqYShf4gA","Public Open Space - Areas within private properties dedicated for public use","22-28 Queen's Road Central, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港皇后大道中22-28號","CENTRAL AND WESTERN","中西區","about 660 m2","約 660 平方米","G/F, 1/F & 2/F","地下、一樓及二樓","24 hours","24小時","Street widening ; Pedestrian passage","街道擴闊 ; 行人通道","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW03-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW03-map.pdf","815804.0","834199.0","22.28111598","114.15679816","2019-07-26 03:44:22"
"lmWlLSEB7N","Public Open Space - Areas within private properties dedicated for public use","11-19 Queen's Road Central, 5-17 Pedder Street, 12-16 Des Voeux Road Central, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港皇后大道中11-19號,畢打街5-17號,德輔道中12-16號","CENTRAL AND WESTERN","中西區","about 4226 m2","約 4226 平方米","Basement 1, G/F, 1/F & 2/F","第一層地庫、 地下、一樓及二樓","24 hours","24小時","Street widening ; Pedestrian passage","街道擴闊 ; 行人通道","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW38-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW38-map.pdf","815787.0","834289.0","22.28095715","114.15767537","2019-07-26 03:44:22"
"atI2649rr6","Public Open Space - Areas within private properties dedicated for public use","9 Queen's Road Central, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港皇后大道中9號","CENTRAL AND WESTERN","中西區","about 762 m2","約 762 平方米","G/F, 1/F & 2/F","地下、一樓及二樓","24 hours, 8:00 am to 7:00 pm for Part of 2/F.","24小時,二樓部分於上午八時至下午七時開放。","Pedestrian passage","行人通道","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW42-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW42-map.pdf","815734.0","834370.0","22.28047952","114.15846043","2019-07-26 03:44:22"
"ixQMthlJAR","Public Open Space - Areas within private properties dedicated for public use","8 Queen's Road Central, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港皇后大道中8號","CENTRAL AND WESTERN","中西區","about 4 m2","約 4 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW04-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW04-map.pdf","815694.0","834282.0","22.28012361","114.15761144","2019-07-26 03:44:22"
"dHrV7Tkn27","Public Open Space - Areas within private properties dedicated for public use","1 Queen's Road Central, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港皇后大道中1號","CENTRAL AND WESTERN","中西區","about 3192 m2","約 3192 平方米","G/F plaza","地下廣場","24 hours","24小時","Pedestrian passage(temporary structure for exhibitions and displays may be placed)","行人通道(可放置臨時搭建物作展覽和陳列之用)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW39-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW39-map.pdf","815714.0","834479.0","22.28030264","114.15952102","2019-07-26 03:44:22"
"qm2Vh1thtg","Public Open Space - Areas within private properties dedicated for public use","20 Praya, Kennedy Town, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港堅彌地城海旁20號","CENTRAL AND WESTERN","中西區","about 4 m2","約 4 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW75-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW75-map.pdf","816305.0","831655.0","22.28562909","114.13211827","2019-07-26 03:44:22"
"kp8bYPHlNI","Public Open Space - Areas within private properties dedicated for public use","71 Pok Fu Lam Road, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港薄扶林道71號","CENTRAL AND WESTERN","中西區","about 9 m2","約 9 平方米","G/F","地下","24 hours","24小時","Street widening","街道擴闊","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW60-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW60-map.pdf","816140.0","832119.0","22.28414202","114.13662312","2019-07-26 03:44:22"
"QDSqX6AAOo","Public Open Space - Areas within private properties dedicated for public use","14-22 Pedder Street and 18D Des Voeux Road Central, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港畢打街14至22號及德輔道中18D號","CENTRAL AND WESTERN","中西區","about 48 m2","約 48 平方米","G/F","地下","24 hours","24小時","Street widening","街道擴闊","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/RL/07RL09-map1.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/RL/07RL09-map1.pdf","815904.0","834252.0","22.28201279","114.15731523","2019-07-26 03:44:22"
"SWgib8Vn4C","Public Open Space - Areas within private properties dedicated for public use","513 Queen's Road West, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港皇后大道西513號","CENTRAL AND WESTERN","中西區","about 64 m2","約 64 平方米","G/F","地下","24 hours","24小時","Street widening","街道擴闊","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW61-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW61-map.pdf","816426.0","831775.0","22.28672572","114.13327654","2019-07-26 03:44:21"
"OCV6pUKhDF","Public Open Space - Areas within private properties dedicated for public use","414 Queen's Road West, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港皇后大道西414號","CENTRAL AND WESTERN","中西區","about 1 m2","約 1 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW72-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW72-map.pdf","816397.0","832359.0","22.28646435","114.1389494","2019-07-26 03:44:21"
"MpsbXDeMki","Public Open Space - Areas within private properties dedicated for public use","385-387 Queen's Road West, Hong Kong","公眾空間 - 私人物業範圍內撥出供公眾使用的地方","香港皇后大道西385-387號","CENTRAL AND WESTERN","中西區","about 0.8 m2","約 0.8 平方米","G/F","地下","24 hours","24小時","Street widening (corner)","街道擴闊(街角)","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW67-map.pdf","https://www.bd.gov.hk/doc/tc/resources/codes-and-references/public-open-space/HK/HKW67-map.pdf","816432.0","832378.0","22.28677956","114.13912689","2019-07-26 03:44:21"
